C_H_F_per_m2,c_ion_M,g,lambda_D_nm,phi_RP_V
0.37564102110882297,0.00010528011937674228,16.018763069353803,29.639737432301267,-0.188248264625051
0.3854306050633385,0.00010528011937674228,16.43622819457372,29.639737432301267,-0.18852962935744083
0.3954753154513823,0.00010528011937674228,16.864572882093185,29.639737432301267,-0.18880465817346948
0.40578180112518264,0.00010528011937674228,17.304080664280974,29.639737432301267,-0.1890734747257596
0.4163568842127632,0.00010528011937674228,17.7550424626454,29.639737432301267,-0.1893362011630556
0.42720756463368703,0.00010528011937674228,18.21775678040278,29.639737432301267,-0.18959295810195964
0.43834102473248177,0.00010528011937674228,18.69252990006436,29.639737432301267,-0.1898438646017063
0.4497646340328189,0.00010528011937674228,19.1796760861726,29.639737432301267,-0.1900890381418439
0.46148595411559196,0.00010528011937674228,19.679517793320993,29.639737432301267,-0.19032859460269444
0.47351274362411955,0.00010528011937674228,20.192385879594994,29.639737432301267,-0.19056264824846503
0.4858529633997931,0.00010528011937674228,20.718619825575573,29.639737432301267,-0.1907913117128887
0.49851478175156044,0.00010528011937674228,21.25856795905005,29.639737432301267,-0.19101469598727336
0.511506579862742,0.00010528011937674228,21.81258768557934,29.639737432301267,-0.1912329104108418
0.5248369573387488,0.00010528011937674228,22.38104572507377,29.639737432301267,-0.19144606266324857
0.538514737899386,0.00010528011937674228,22.964318354534505,29.639737432301267,-0.19165425875916237
0.5525489752194968,0.00010528011937674228,23.56279165712094,29.639737432301267,-0.1918576030448062
0.5669489589218242,0.00010528011937674228,24.176861777709057,29.639737432301267,-0.19205619819635042
0.581724220726052,0.00010528011937674228,24.80693518510998,29.639737432301267,-0.1922501452200571
0.5968845407580937,0.00010528011937674228,25.45342894112206,29.639737432301267,-0.19243954345407752
0.612439954023811,0.00010528011937674228,26.11677097659486,29.639737432301267,-0.19262449057180792
0.6284007570514407,0.00010528011937674228,26.79740037468756,29.639737432301267,-0.19280508258671117
0.6447775147071335,0.00010528011937674228,27.49576766150944,29.639737432301267,-0.19298141385851658
0.6615810671881087,0.00010528011937674228,28.212335104334635,29.639737432301267,-0.19315357710071165
0.6788225371980618,0.00010528011937674228,28.947577017588824,29.639737432301267,-0.1933216633892439
0.6965133373095664,0.00010528011937674228,29.701980076810074,29.639737432301267,-0.19348576217235364
0.7146651775183499,0.00010528011937674228,30.47604364079191,29.639737432301267,-0.19364596128146144
0.7332900729944428,0.00010528011937674228,31.270280082121836,29.639737432301267,-0.1938023469430374
0.7524003520353256,0.00010528011937674228,32.085215126333786,29.639737432301267,-0.19395500379138192
0.7720086642263496,0.00010528011937674228,32.92138819989952,29.639737432301267,-0.19410401488225076
